             u1              u2              u3              u4             u5             u6              u7              y 
  2.5426240e-001  6.7342032e-001  6.6686068e-001  2.2020637e-001  7.3596689e-001  7.9793750e-001  7.6350530e-001  2.5068054e-001
  2.5474766e-001  6.5006888e-001  6.6757048e-001  2.1587404e-001  7.3250256e-001  8.2122592e-001  8.0675664e-001  2.4193209e-001
  2.5523229e-001  6.6216841e-001  6.5110269e-001  2.1154199e-001  7.2497592e-001  8.2442139e-001  8.0570830e-001  2.3966387e-001
  2.5571691e-001  6.7906913e-001  6.7301255e-001  2.5490505e-001  7.3430964e-001  8.1417774e-001  7.8725631e-001  2.3531832e-001
  2.5620154e-001  6.6019899e-001  6.6707822e-001  3.0998566e-001  7.4364336e-001  8.0768821e-001  7.7128635e-001  2.2940969e-001
  2.5668680e-001  6.1251877e-001  6.9155297e-001  3.1529325e-001  7.5297839e-001  9.0202651e-001  8.8079716e-001  2.2743521e-001
  2.5429293e-001  6.6437368e-001  7.0498281e-001  3.0837302e-001  7.5944839e-001  8.8614150e-001  8.4766656e-001  2.2751930e-001
  2.5025312e-001  6.3599993e-001  7.5976227e-001  4.5330860e-001  7.5485118e-001  8.2314445e-001  8.0884814e-001  2.2630507e-001
  2.4621332e-001  6.7238254e-001  7.3972628e-001  4.1775373e-001  7.2254852e-001  7.6511901e-001  7.4618845e-001  2.2951373e-001
  2.4217351e-001  6.4424318e-001  6.2657116e-001  3.8219914e-001  6.7545804e-001  7.2167034e-001  6.9338742e-001  2.3061653e-001
  2.3813306e-001  5.9711722e-001  5.0926081e-001  3.2990840e-001  6.8381660e-001  7.3949423e-001  7.2078335e-001  2.3526321e-001
  2.3950362e-001  6.1381599e-001  4.2512316e-001  2.5358748e-001  6.9217647e-001  7.7227673e-001  7.4016912e-001  2.3619675e-001
  2.4396891e-001  6.4719141e-001  3.5947835e-001  2.7015675e-001  7.0053503e-001  8.0119400e-001  7.9340408e-001  2.3415125e-001
  2.4843419e-001  6.2669532e-001  3.4796997e-001  2.8672574e-001  7.0889358e-001  8.0840023e-001  8.0622900e-001  2.3431943e-001
  2.5289884e-001  6.2461977e-001  3.4479005e-001  3.0329501e-001  7.1725214e-001  7.9730529e-001  7.9777625e-001  2.3298703e-001
  2.5736413e-001  6.4271010e-001  3.6656717e-001  3.1986428e-001  7.2561069e-001  7.8902086e-001  7.6444257e-001  2.3863316e-001
  2.6182941e-001  6.4589419e-001  3.4278342e-001  3.3643327e-001  7.1682238e-001  7.5828521e-001  7.6217404e-001  2.4647931e-001
  2.6758448e-001  6.3191958e-001  3.2962791e-001  3.3810890e-001  7.0087673e-001  7.3500775e-001  7.2618824e-001  2.5864490e-001
  2.7631090e-001  6.2586982e-001  2.1641600e-001  3.3931514e-001  6.9112114e-001  6.6434753e-001  6.8121164e-001  2.7089174e-001
  2.8503732e-001  6.2793358e-001  1.6748377e-001  3.4052137e-001  6.8666193e-001  6.9062798e-001  7.0254485e-001  2.8541189e-001
  2.9376374e-001  6.3838210e-001  1.2344803e-001  3.4172760e-001  6.8796171e-001  6.9444783e-001  6.8701748e-001  2.9806782e-001
  3.0315794e-001  6.9006749e-001  1.3389670e-001  3.4293356e-001  7.4438722e-001  8.8653271e-001  8.3388875e-001  3.1342983e-001
  3.1679293e-001  6.7597938e-001  3.4612448e-001  4.4786260e-001  8.5171843e-001  9.9521619e-001  9.8177539e-001  3.2908941e-001
  3.3042792e-001  6.7645110e-001  5.2041928e-001  4.8340614e-001  8.3242936e-001  9.3130839e-001  9.1975617e-001  3.4252037e-001
  3.2268919e-001  6.7112070e-001  6.6625485e-001  4.3649013e-001  8.1218746e-001  8.3202823e-001  8.1819302e-001  3.5513709e-001
  2.9079494e-001  6.6846730e-001  7.4978706e-001  3.9428108e-001  7.6841806e-001  7.2976073e-001  7.2009428e-001  3.6842256e-001
  2.5890068e-001  6.5331193e-001  7.4429779e-001  3.6291184e-001  7.3463557e-001  6.9887016e-001  6.7013455e-001  3.8189897e-001
  2.3780998e-001  6.3182524e-001  7.2220798e-001  3.3154286e-001  7.3944568e-001  7.0137552e-001  6.6776882e-001  3.9076275e-001
  2.4159730e-001  6.3223062e-001  6.7047069e-001  3.1366431e-001  7.4425711e-001  7.4491025e-001  6.9621484e-001  3.9413271e-001
  2.4538462e-001  6.3881844e-001  6.2328190e-001  3.3236452e-001  7.4906853e-001  7.5357964e-001  7.1110347e-001  3.9170141e-001
  2.4917258e-001  6.4017315e-001  5.9689068e-001  3.5106445e-001  7.5384579e-001  7.9839131e-001  7.3595143e-001  3.8504847e-001
  2.5295990e-001  6.4651921e-001  6.2982665e-001  3.6976465e-001  7.5769388e-001  8.0395287e-001  7.6194319e-001  3.7951540e-001
  2.5674722e-001  6.3460837e-001  6.5415023e-001  3.8846459e-001  7.6154197e-001  7.6167942e-001  7.2029909e-001  3.6736288e-001
  2.5399720e-001  6.5367751e-001  6.4329448e-001  3.9227143e-001  7.6539006e-001  7.3819539e-001  7.2180219e-001  3.5936158e-001
  2.5104112e-001  6.5263973e-001  6.6777882e-001  3.8755839e-001  7.6234891e-001  7.4235482e-001  6.8851884e-001  3.4929948e-001
  2.4808503e-001  6.4281624e-001  6.5099833e-001  3.8284535e-001  7.5643353e-001  7.3981034e-001  6.8228603e-001  3.3939984e-001
  2.4512895e-001  6.4022180e-001  6.7133742e-001  3.7813231e-001  7.5339106e-001  7.2703159e-001  7.0857806e-001  3.3147756e-001
  2.4217287e-001  6.1676422e-001  6.4671112e-001  3.7341927e-001  7.5280623e-001  7.1085239e-001  6.9755651e-001  3.2478765e-001
  2.3921679e-001  6.4767492e-001  6.5641201e-001  3.6870623e-001  7.5222139e-001  7.5037322e-001  7.0657683e-001  3.1921538e-001
  2.3666329e-001  6.3794576e-001  6.2777168e-001  3.6399319e-001  7.5163524e-001  7.3728463e-001  7.0371122e-001  3.1255672e-001
  2.3666329e-001  6.3013885e-001  6.2800956e-001  3.5928015e-001  7.5105040e-001  7.3987763e-001  7.2452026e-001  3.0585342e-001
  2.3666329e-001  6.6075326e-001  6.4879334e-001  3.5456711e-001  7.5046557e-001  7.4584292e-001  7.0631301e-001  3.0004514e-001
  2.3666329e-001  6.4338230e-001  6.1856420e-001  3.4985407e-001  7.4988073e-001  7.3678701e-001  7.0631301e-001  2.9327398e-001
  2.3666329e-001  6.2829916e-001  6.3661275e-001  3.4514103e-001  7.4715500e-001  7.4540319e-001  7.0631301e-001  2.8893639e-001
  2.3666329e-001  6.5932632e-001  6.6251669e-001  2.3615208e-001  7.4113842e-001  7.1581616e-001  6.8294558e-001  2.8346866e-001
  2.3666329e-001  6.3880665e-001  6.4067857e-001  2.2501997e-001  7.1676850e-001  6.7620925e-001  6.5292531e-001  2.7873789e-001
  2.3666329e-001  6.4016283e-001  5.9009577e-001  2.4422246e-001  7.1575128e-001  6.9128992e-001  6.4529180e-001  2.7558842e-001
  2.3666329e-001  6.2424240e-001  5.8136021e-001  2.6342494e-001  7.1473274e-001  6.8958108e-001  6.3765829e-001  2.7204287e-001
  2.3666329e-001  6.3539849e-001  5.3574218e-001  2.8262770e-001  7.1371421e-001  7.0557094e-001  6.8557687e-001  2.6776042e-001
  2.3666329e-001  6.4544606e-001  5.3062202e-001  3.0183018e-001  7.1212661e-001  7.5463437e-001  7.1007942e-001  2.6541095e-001
  2.3666329e-001  6.5484501e-001  5.7556784e-001  3.2103266e-001  7.1045490e-001  7.4855015e-001  7.1446722e-001  2.6339669e-001
  2.3666329e-001  6.2961997e-001  5.4622846e-001  3.4023542e-001  7.0878319e-001  7.1217783e-001  6.7924859e-001  2.6218247e-001
  2.3666329e-001  6.4016283e-001  5.8126544e-001  3.5943791e-001  7.0711148e-001  7.0427523e-001  6.8292475e-001  2.6227167e-001
  2.3666329e-001  6.3895995e-001  5.5789799e-001  3.7864039e-001  7.0395073e-001  6.6207064e-001  6.5377406e-001  2.6427286e-001
  2.3666329e-001  6.2254422e-001  5.0802115e-001  3.8618667e-001  6.9763056e-001  6.8687855e-001  6.5037734e-001  2.6334442e-001
  2.3666329e-001  6.3879485e-001  4.5944037e-001  3.9086932e-001  7.0134591e-001  7.1393518e-001  6.7163765e-001  2.6102314e-001
  2.3666329e-001  6.3230875e-001  4.4638922e-001  3.9555197e-001  7.0505995e-001  6.9143546e-001  6.5173637e-001  2.5757783e-001
  2.3666329e-001  6.2857040e-001  4.2261506e-001  4.0023434e-001  7.0916169e-001  6.7942350e-001  6.8575391e-001  2.5445447e-001
  2.7264124e-001  6.3550463e-001  4.3526873e-001  4.0491699e-001  7.1475903e-001  6.9940691e-001  6.8270780e-001  2.5197090e-001
  2.6090913e-001  6.6153159e-001  3.9326225e-001  4.0959964e-001  7.2035505e-001  7.2058589e-001  6.7940133e-001  2.5078281e-001
  2.3424589e-001  6.3682544e-001  4.5192337e-001  4.1428229e-001  7.2595108e-001  7.2988436e-001  6.9102342e-001  2.4763331e-001
  2.3521387e-001  6.5125996e-001  4.8738893e-001  4.1896466e-001  7.3154711e-001  7.4084628e-001  7.1148012e-001  2.4413438e-001
  2.4376921e-001  6.6207259e-001  5.4940837e-001  4.2364731e-001  7.3714314e-001  7.3696697e-001  7.1357161e-001  2.4299643e-001
  2.5232391e-001  6.3669571e-001  5.8790919e-001  4.2832996e-001  7.4274048e-001  7.2274698e-001  6.9044371e-001  2.4206050e-001
  2.5800075e-001  6.3312246e-001  6.1318083e-001  4.3301261e-001  7.4713792e-001  7.1698199e-001  6.8355307e-001  2.4214459e-001
  2.6042451e-001  6.0960592e-001  6.1107790e-001  4.1702960e-001  7.1955337e-001  6.8967498e-001  6.3740315e-001  2.4101673e-001
  2.6284890e-001  6.3509188e-001  5.7286100e-001  3.7769109e-001  7.2226859e-001  7.1621833e-001  6.7431580e-001  2.4210539e-001
  2.6527266e-001  6.4699093e-001  5.6713501e-001  3.3835258e-001  7.2385750e-001  7.3658044e-001  7.0305514e-001  2.3976614e-001
  2.6769642e-001  6.5557322e-001  5.7884252e-001  2.9901407e-001  7.3829966e-001  7.9155752e-001  7.0631301e-001  2.3850759e-001
  2.6645624e-001  6.5461652e-001  6.1740358e-001  3.0687973e-001  7.6780169e-001  8.1324507e-001  7.6000791e-001  2.3739791e-001
  2.6107449e-001  6.6051740e-001  6.8291180e-001  3.4478463e-001  7.9730371e-001  7.8609611e-001  7.4715175e-001  2.3424841e-001
  2.5569275e-001  6.7136835e-001  7.5502080e-001  3.8268953e-001  7.5820380e-001  7.5936028e-001  6.9632765e-001  2.3066880e-001
  2.5031164e-001  6.3415287e-001  7.0471807e-001  4.2059443e-001  7.1640708e-001  6.9483279e-001  6.4514601e-001  2.2732498e-001
  2.4492989e-001  6.3237951e-001  6.6770285e-001  4.5849933e-001  7.0303339e-001  6.6214262e-001  6.4202352e-001  2.2286182e-001
  2.3954814e-001  6.1914638e-001  5.3331888e-001  4.9640423e-001  6.8460383e-001  6.5904574e-001  6.0875753e-001  2.1729182e-001
  2.3594526e-001  6.1518397e-001  4.3171012e-001  5.3800491e-001  7.1387192e-001  7.0680719e-001  6.7245168e-001  2.1054172e-001
  2.3439790e-001  6.4007733e-001  4.5256028e-001  5.8387687e-001  7.1066386e-001  7.1226077e-001  6.9528625e-001  2.0505297e-001
  2.3285053e-001  6.3584662e-001  3.8684832e-001  6.2974882e-001  7.0771471e-001  7.0710921e-001  6.7018836e-001  1.9951706e-001
  2.3130317e-001  6.3447865e-001  4.4196005e-001  6.7562077e-001  7.4481040e-001  7.3896218e-001  7.0121359e-001  1.9483856e-001
  2.2975581e-001  6.6542325e-001  4.5491682e-001  7.2149272e-001  7.2989380e-001  7.2608641e-001  6.8327189e-001  1.9353286e-001
  2.2820781e-001  6.4405449e-001  4.8253810e-001  7.5248347e-001  7.3690394e-001  6.8535280e-001  6.8315907e-001  1.9280101e-001
  2.2666044e-001  6.4320540e-001  5.2415783e-001  7.4875232e-001  7.3401919e-001  6.7053346e-001  6.5540733e-001  1.9367945e-001
  2.2511308e-001  6.5011605e-001  5.2713746e-001  7.4502090e-001  7.1919064e-001  6.6923462e-001  6.3285567e-001  1.9715174e-001
  2.2356572e-001  6.3855899e-001  5.0060506e-001  7.4128948e-001  7.2526899e-001  6.8067227e-001  6.3871879e-001  2.0039549e-001
  2.2201835e-001  6.6414962e-001  5.4521593e-001  7.3755834e-001  7.3134866e-001  7.0562415e-001  6.6361014e-001  2.0381807e-001
  2.2047099e-001  6.5197933e-001  5.7358999e-001  7.3382691e-001  7.3742832e-001  7.1371767e-001  6.7887542e-001  2.0825474e-001
  2.1892299e-001  6.4009207e-001  6.2586135e-001  7.3009577e-001  7.4350668e-001  7.5345758e-001  7.1281138e-001  2.1292301e-001
  2.1737563e-001  6.4674328e-001  6.4890690e-001  7.2636435e-001  7.4958634e-001  7.8306652e-001  7.5059707e-001  2.1614578e-001
  2.1582826e-001  6.6115864e-001  6.9978706e-001  7.2263293e-001  7.4866375e-001  7.2692518e-001  7.0456691e-001  2.2080325e-001
  2.1428090e-001  6.5002171e-001  6.9875267e-001  7.0996444e-001  7.4671605e-001  7.0974289e-001  6.4447777e-001  2.2504369e-001
  2.1273354e-001  6.5311145e-001  6.9581370e-001  6.4057176e-001  7.4209256e-001  7.0651143e-001  6.2913438e-001  2.2861023e-001
  2.0623308e-001  6.2011488e-001  6.7382633e-001  5.4491023e-001  7.3706691e-001  6.6869631e-001  6.2913438e-001  2.2954889e-001
  1.9849372e-001  6.4270420e-001  6.1944436e-001  4.8758044e-001  7.5970072e-001  7.6782624e-001  6.9557784e-001  2.3060573e-001
  1.9075500e-001  6.6046581e-001  6.2915484e-001  4.9212633e-001  7.5620485e-001  8.0299047e-001  7.5036623e-001  2.3066880e-001
  1.8301627e-001  6.6271383e-001  6.4691946e-001  4.9667222e-001  7.5270897e-001  7.2647607e-001  7.0851732e-001  2.2748009e-001
  1.7527755e-001  6.3013885e-001  6.1422022e-001  5.0121811e-001  7.4921441e-001  7.3113782e-001  6.7201950e-001  2.2168680e-001
  1.6753882e-001  6.1899455e-001  5.9216839e-001  5.0576428e-001  7.2420314e-001  6.6099714e-001  6.2770245e-001  2.1938675e-001
  1.5980010e-001  6.3245027e-001  4.7376034e-001  5.1031017e-001  6.8410310e-001  6.3419558e-001  6.0576870e-001  2.1289120e-001
  1.5206137e-001  6.3290577e-001  3.2430938e-001  5.3814775e-001  6.7975692e-001  6.6699842e-001  6.1239378e-001  2.1049172e-001
  1.9994187e-001  6.5911404e-001  2.8714261e-001  6.2707389e-001  7.5658729e-001  8.6022565e-001  8.0145068e-001  2.0617004e-001
  2.4957516e-001  6.6144904e-001  4.0010896e-001  7.5394277e-001  8.4838815e-001  9.9523653e-001  9.2603932e-001  2.0029322e-001
  2.9920845e-001  6.9109790e-001  5.3212641e-001  8.3899908e-001  8.6711211e-001  9.9863387e-001  9.4223319e-001  1.9717174e-001
  3.1770303e-001  6.5387799e-001  6.7646680e-001  8.8890470e-001  8.6169087e-001  9.1894434e-001  8.6875156e-001  1.9466811e-001
  3.0100639e-001  6.4647204e-001  7.5664835e-001  8.6670017e-001  8.3372520e-001  7.9557141e-001  7.5588915e-001  1.9362945e-001
  2.8430911e-001  6.1155175e-001  7.5141500e-001  8.2646817e-001  8.1391962e-001  7.1233745e-001  6.8400087e-001  1.9357206e-001
  2.6761183e-001  6.2135608e-001  6.9843345e-001  7.2416738e-001  7.9542566e-001  6.8940582e-001  6.6482338e-001  1.9264079e-001
  2.5091455e-001  6.4628335e-001  7.0300496e-001  6.1991053e-001  7.9760861e-001  7.0374317e-001  6.7625628e-001  1.9159985e-001
  2.3421727e-001  6.3380645e-001  6.6181610e-001  5.1565368e-001  8.0853650e-001  7.2912539e-001  6.9949874e-001  1.8693442e-001
  2.1752063e-001  6.3242668e-001  6.4780921e-001  4.9130965e-001  8.1946440e-001  7.9447444e-001  7.5029159e-001  1.8006101e-001
  2.0783323e-001  6.5065852e-001  6.6224121e-001  5.1323099e-001  8.3039229e-001  8.4015148e-001  8.0223173e-001  1.7226710e-001
  2.0661849e-001  6.4843409e-001  6.5818114e-001  5.3515233e-001  8.4132149e-001  8.4684757e-001  8.1367679e-001  1.6480391e-001
  2.0540312e-001  6.3529236e-001  7.5037370e-001  5.5707340e-001  8.3746157e-001  8.4441888e-001  8.0285137e-001  1.5805377e-001
  2.0418838e-001  6.4773388e-001  7.0344810e-001  5.7899474e-001  8.2743131e-001  8.1454861e-001  7.5918868e-001  1.5100761e-001
  2.0297363e-001  6.5225057e-001  6.8678310e-001  6.0091609e-001  8.1756926e-001  7.9798757e-001  7.4039823e-001  1.4548704e-001
  2.0175826e-001  6.5335910e-001  6.7980325e-001  6.2283743e-001  8.0835382e-001  7.8904120e-001  7.0732317e-001  1.4101311e-001
  2.0054352e-001  6.1676422e-001  6.5602258e-001  6.4326880e-001  8.0612619e-001  7.7362565e-001  7.0317664e-001  1.3676472e-001
  2.1121988e-001  6.3477347e-001  6.3770584e-001  6.6201653e-001  8.0489475e-001  7.8861556e-001  7.2896012e-001  1.3206804e-001
  2.2481798e-001  6.4718109e-001  6.2580841e-001  6.8076425e-001  8.0366462e-001  7.9746491e-001  7.3023064e-001  1.2888446e-001
  2.3841544e-001  6.4934804e-001  6.1347243e-001  6.9951170e-001  8.0932242e-001  8.0805283e-001  7.6864291e-001  1.2535996e-001
  2.5201354e-001  6.8765437e-001  6.3414340e-001  7.1825943e-001  8.1785577e-001  8.3906546e-001  8.0323496e-001  1.2301049e-001
  2.6561101e-001  6.9259560e-001  6.7436617e-001  7.3700716e-001  8.2638912e-001  8.6504233e-001  8.0474152e-001  1.2298947e-001
  2.7920911e-001  6.9143989e-001  7.3245753e-001  7.5575461e-001  8.3099684e-001  8.2763251e-001  7.7189904e-001  1.2763899e-001
  2.9280721e-001  6.8179329e-001  7.4595873e-001  7.5430940e-001  8.2906359e-001  8.2348560e-001  7.7605946e-001  1.3320613e-001
  2.6086970e-001  6.6807813e-001  7.4786445e-001  7.4131297e-001  8.2712903e-001  7.9824578e-001  7.3144040e-001  1.3886306e-001
  2.5446656e-001  6.5985405e-001  7.4290159e-001  7.2831653e-001  8.2519579e-001  7.5452013e-001  7.2285054e-001  1.4439613e-001
  2.4806405e-001  6.7179290e-001  7.2347527e-001  7.1860450e-001  8.2326123e-001  7.9673724e-001  7.2855050e-001  1.5019454e-001
  2.4166090e-001  6.7805494e-001  7.1921646e-001  7.0969921e-001  8.2132667e-001  7.8087727e-001  7.2992863e-001  1.5352754e-001
  2.3525775e-001  6.5922018e-001  6.9617474e-001  7.0079419e-001  8.1946308e-001  8.2579065e-001  7.4237517e-001  1.5565145e-001
  2.2885524e-001  6.6621338e-001  6.8552004e-001  6.9188917e-001  8.1946308e-001  8.2392689e-001  7.6720403e-001  1.5808502e-001
  2.2245210e-001  6.7329060e-001  7.0861738e-001  6.7881925e-001  8.1946308e-001  7.8872666e-001  7.5893527e-001  1.5905571e-001
  2.1604895e-001  6.9399895e-001  7.2402047e-001  6.5615859e-001  8.1421007e-001  7.9693442e-001  7.4530152e-001  1.5702590e-001
  2.0964644e-001  6.5247463e-001  6.8662234e-001  6.3349792e-001  8.0451362e-001  7.9169992e-001  7.3297995e-001  1.5582191e-001
  2.1054573e-001  6.7668696e-001  6.5590095e-001  6.1083726e-001  8.0925014e-001  8.2905341e-001  7.7634584e-001  1.5689977e-001
  2.1323915e-001  6.9055542e-001  6.0361999e-001  5.8817659e-001  8.1604869e-001  8.2741186e-001  8.0452977e-001  1.5897936e-001
  2.1593193e-001  6.9503673e-001  6.4579413e-001  5.6551593e-001  8.2284724e-001  8.4840931e-001  7.9727117e-001  1.6014643e-001
  2.1862535e-001  6.7824362e-001  7.0079997e-001  5.4285526e-001  8.2964580e-001  9.0947530e-001  8.4545357e-001  1.6374195e-001
  2.2131876e-001  6.8551985e-001  7.5192145e-001  5.4496106e-001  8.3613025e-001  9.0640971e-001  8.3492842e-001  1.6572721e-001
  2.2401218e-001  6.8449387e-001  7.4993861e-001  5.5315135e-001  8.3486333e-001  8.7510758e-001  8.3259914e-001  1.7041593e-001
  2.2670560e-001  6.7715867e-001  7.4789822e-001  5.6134163e-001  8.3359509e-001  8.8761717e-001  8.3586048e-001  1.7346315e-001
  2.2939901e-001  6.6525078e-001  7.5348762e-001  5.6953192e-001  8.3232685e-001  8.8355163e-001  8.0959274e-001  1.7910644e-001
  2.3209243e-001  6.7560201e-001  7.4419343e-001  5.7772220e-001  8.3105861e-001  8.5135127e-001  7.9779881e-001  1.8149569e-001
  1.9809368e-001  6.4203790e-001  7.3105020e-001  5.8591221e-001  8.2290244e-001  8.2180805e-001  7.7000889e-001  1.8378762e-001
  1.7148196e-001  6.7364144e-001  6.6463650e-001  5.9410250e-001  8.0221502e-001  7.5857002e-001  7.6118297e-001  1.8039680e-001
  1.8313902e-001  6.6499871e-001  6.2174450e-001  6.0229278e-001  8.0528508e-001  8.0841432e-001  7.7181746e-001  1.7917782e-001
  1.9479671e-001  6.5296993e-001  5.8211721e-001  6.1048307e-001  8.0835514e-001  8.1790839e-001  7.7043933e-001  1.7708993e-001
  2.0645377e-001  6.6442085e-001  5.5838065e-001  6.1867335e-001  8.1142389e-001  8.6789040e-001  8.0528653e-001  1.7474188e-001
  2.1811083e-001  6.7539858e-001  5.5910964e-001  6.3142942e-001  8.1449395e-001  8.5191149e-001  8.1355529e-001  1.7356544e-001
  2.2976853e-001  6.8835015e-001  5.7683589e-001  6.4934610e-001  8.1756269e-001  8.6423173e-001  8.2306160e-001  1.7585525e-001
  2.4142558e-001  6.5624394e-001  5.9738294e-001  6.6726278e-001  8.2063275e-001  8.6878707e-001  7.9641201e-001  1.7719732e-001
  2.5308328e-001  6.7645110e-001  6.2513007e-001  6.8517947e-001  8.2370150e-001  8.6083595e-001  8.3688800e-001  1.7911724e-001
  2.6474034e-001  6.9817365e-001  6.7583296e-001  7.0309615e-001  8.2677156e-001  8.6083595e-001  7.9891485e-001  1.8144853e-001
  2.6821157e-001  6.7669875e-001  6.8276063e-001  7.0243612e-001  8.2984162e-001  8.5348419e-001  7.9839589e-001  1.8364856e-001
  2.6699937e-001  6.7039691e-001  7.1667153e-001  6.8078166e-001  8.3085096e-001  8.2496283e-001  7.7246487e-001  1.8369064e-001
  2.6578781e-001  6.8140412e-001  7.2354241e-001  6.5912693e-001  8.2390389e-001  8.1154406e-001  7.5994890e-001  1.7817064e-001
  2.6457562e-001  6.7165138e-001  7.1629284e-001  6.3747247e-001  8.1695551e-001  7.9672003e-001  7.5261914e-001  1.7033184e-001
  2.6336342e-001  6.6409065e-001  6.9361600e-001  6.1581774e-001  8.1000714e-001  7.8411029e-001  7.4714481e-001  1.6240953e-001
  2.6215186e-001  6.6326515e-001  6.7830307e-001  5.9416328e-001  8.0306007e-001  7.5080826e-001  7.3164695e-001  1.5332584e-001
  2.6093966e-001  6.5751463e-001  6.4849062e-001  5.7250855e-001  7.9611169e-001  7.6523168e-001  7.3338783e-001  1.4428077e-001
  2.5972810e-001  6.6601437e-001  6.1553738e-001  5.5085409e-001  7.8916332e-001  7.6710640e-001  7.3512872e-001  1.3868749e-001
  2.5851590e-001  6.7136835e-001  6.0471807e-001  5.4543295e-001  7.9791220e-001  7.9312239e-001  7.3990183e-001  1.3306465e-001
  2.5730371e-001  6.8155743e-001  5.9634202e-001  5.7739398e-001  8.0901883e-001  8.0119243e-001  7.6392013e-001  1.3185554e-001
  2.5518077e-001  6.8353864e-001  6.0601951e-001  6.0935475e-001  8.2012414e-001  8.2668889e-001  7.8486802e-001  1.3306465e-001
  2.5253633e-001  6.8721803e-001  6.3833546e-001  6.4131551e-001  8.2558217e-001  8.4319203e-001  8.0449332e-001  1.3423683e-001
  2.4989252e-001  6.9312333e-001  6.8422091e-001  6.7327627e-001  8.2871269e-001  8.5150149e-001  7.7317303e-001  1.3543515e-001
  2.4724807e-001  6.7189609e-001  6.9398548e-001  7.0523731e-001  8.3134511e-001  8.1983162e-001  7.7553528e-001  1.3543288e-001
  2.4460363e-001  6.8481228e-001  7.4537669e-001  7.2392950e-001  8.2163157e-001  8.1413236e-001  7.7789928e-001  1.3637665e-001
  2.4195918e-001  6.8555523e-001  7.2747011e-001  7.1166217e-001  8.1305485e-001  7.7550819e-001  7.2134397e-001  1.3661813e-001
  2.3931473e-001  6.6299391e-001  7.0142421e-001  6.9939512e-001  8.0637195e-001  7.7842981e-001  7.3513045e-001  1.3540674e-001
  2.3667092e-001  6.6707426e-001  7.3419251e-001  6.8712778e-001  7.9968774e-001  7.7795722e-001  7.0564303e-001  1.3425274e-001
  2.3402648e-001  6.5145897e-001  7.0802076e-001  6.7486045e-001  7.9300484e-001  7.5491135e-001  7.1020092e-001  1.3072540e-001
  2.3061566e-001  6.9707691e-001  7.2023013e-001  6.6251438e-001  7.8632193e-001  7.5012597e-001  6.9572885e-001  1.2072351e-001
  2.2633800e-001  6.7318446e-001  6.8681763e-001  6.5007990e-001  7.7740351e-001  6.8190852e-001  6.2561964e-001  1.1055910e-001
  2.2206033e-001  6.4916082e-001  6.4589734e-001  6.3764514e-001  7.5985054e-001  7.4022346e-001  6.6772369e-001  9.7156006e-002
  2.1778266e-001  6.5692056e-001  6.5662188e-001  6.2521039e-001  7.8434006e-001  7.6858989e-001  7.0844789e-001  8.6925707e-002
  2.1350499e-001  6.7208772e-001  6.6240773e-001  6.1277563e-001  7.7882158e-001  7.4693520e-001  6.9495126e-001  7.9273291e-002
  2.0922732e-001  6.5861874e-001  6.5910005e-001  6.0034115e-001  7.6800408e-001  7.1647184e-001  6.6022904e-001  7.4660701e-002
  2.0838336e-001  6.7954084e-001  6.4880293e-001  5.9027990e-001  7.5762423e-001  7.1173028e-001  6.7509338e-001  7.0239018e-002
  2.0923877e-001  6.8917565e-001  6.3393430e-001  5.9528248e-001  7.5806712e-001  7.8218237e-001  7.0304993e-001  6.7967098e-002
  2.1552299e-001  6.4120061e-001  6.5660154e-001  6.0028506e-001  7.5851002e-001  7.8628233e-001  7.3838658e-001  6.6790656e-002
  2.2180784e-001  6.6370149e-001  6.3146534e-001  5.7749068e-001  7.5895161e-001  7.3696227e-001  6.9796787e-001  6.7957723e-002
  2.2809206e-001  6.8430518e-001  6.1075638e-001  4.2914719e-001  7.5939450e-001  7.2098650e-001  6.5478596e-001  6.9179904e-002
  2.3437627e-001  6.8127440e-001  5.8216440e-001  3.9795532e-001  7.5983740e-001  7.1650001e-001  6.6098753e-001  7.5749236e-002
  2.3600250e-001  6.4197894e-001  5.7597492e-001  3.6676371e-001  7.6027899e-001  7.6488271e-001  7.0445583e-001  8.3754383e-002
  2.3496393e-001  6.8309051e-001  5.8565701e-001  3.6456177e-001  7.6072188e-001  7.6805158e-001  7.0153642e-001  9.1575228e-002
  2.3392536e-001  6.8751433e-001  5.9495465e-001  3.9656812e-001  7.6116478e-001  7.5428071e-001  6.9861875e-001  9.7242387e-002
  2.3288678e-001  6.7593221e-001  6.0882533e-001  4.8176394e-001  7.6160637e-001  7.4433908e-001  6.7351218e-001  1.0279930e-001
  2.3184821e-001  6.8540192e-001  6.4234795e-001  4.9904214e-001  7.6204927e-001  7.5463906e-001  6.7447201e-001  1.0739655e-001
  2.3080964e-001  6.6566058e-001  6.7394949e-001  5.1632034e-001  7.6249216e-001  6.8936357e-001  6.7858903e-001  1.1051422e-001
  2.2977107e-001  6.6730864e-001  6.8128424e-001  5.3359827e-001  7.6889513e-001  7.2949470e-001  6.8270606e-001  1.1412281e-001
  2.2873250e-001  6.9342110e-001  7.3285540e-001  5.5087647e-001  7.6834578e-001  7.2727728e-001  6.8682309e-001  1.1848142e-001
  2.2769393e-001  6.9373509e-001  7.4470756e-001  5.5310659e-001  7.6380246e-001  7.1583181e-001  6.7035151e-001  1.2078885e-001
